date,user,text
2021-04-30 04:02:44,Salmati22,@JoeBiden Many congratulations and keep it going!!
2021-04-30 04:01:38,JedermannHans,@JoeBiden @bjaninemorison I have your back Sir.
2021-04-30 04:01:15,robo1699,@JoeBiden https://t.co/SXlqDBOlPK
2021-04-30 04:01:12,Nan_Brooklyn,@JoeBiden Please forgive subsidized and unsubsidized student loans!
2021-04-30 04:00:33,zoha22,@JoeBiden Give you five days?
2021-04-30 03:59:11,MilissaScott1,@JoeBiden Thank God! We Love You So Much🙏
2021-04-30 03:59:03,em851985,"@JoeBiden 100 days in and we have more people on unemployment, than ever.... 100 days in and you've killed thousands of American jobs .. BTW....WE THE PEOPLE, IS NOT THE GOVERNMENT...."
2021-04-30 03:58:55,zenastrongg,@JoeBiden I loved you until you banned flavored ecigs
2021-04-30 03:58:40,FATBITCHPROTECC,@JoeBiden Go to h3ll
2021-04-30 03:58:15,Paulydaclown,@JoeBiden That's great Joe how about us disabiled in NJ. We get $825 &amp; $150 in stamps. That's a MONTH. I can't afford a studio apartment. I can't find a room to rent. $825 a month pre rent. I'm going to be paying $800 rent So then that $25 is for everything non edible.
2021-04-30 03:57:50,Lilian_lianchi,@JoeBiden Amazing
2021-04-30 03:56:58,KathleenBogacz,@JoeBiden thank you
2021-04-30 03:52:33,Sueknowsthings,"@JoeBiden @00Kath0111 Thank You a Million Times Over! You saved so many lives... We are so grateful to you and your administration, We Have Your Back!! America is Back!"
2021-04-30 03:51:19,cecbric,@JoeBiden Thank Mr. President!
2021-04-30 03:51:19,angelicawillis,@JoeBiden Thank you President Biden... so happy you are our President.
2021-04-30 03:50:12,JonnyO32387546,@JoeBiden Not in Oregon!!!
2021-04-30 03:49:07,TheGameVeda,@JoeBiden Keep it on them Joe
2021-04-30 03:49:04,joemama91394384,"@JoeBiden I'm just as confused as you are, Joe!"
2021-04-30 03:47:49,Egharevbagie,@JoeBiden But for how long?😪
2021-04-30 03:46:34,alex02102016,@JoeBiden Ok
2021-04-30 03:44:42,salahfever,@JoeBiden https://t.co/7zWlxznOkx
2021-04-30 03:44:21,RavenMC16,@JoeBiden https://t.co/oInqe9sMbR
2021-04-30 03:43:01,Sarana_m,@JoeBiden You’re so much better than I imagined. So happy my first Presidential vote as an American citizen went to you. Thank you!
2021-04-30 03:42:46,Seahorseokie1,@JoeBiden You should be ashamed of yourself for running our country into the ground Old Joe you don't even know what you're doing you're a shame to our country you will go down in history as being the absolute worst person and you cheated to get the presidency😡 https://t.co/kvsDtinn67
2021-04-30 03:41:28,WeareVenom1976,@JoeBiden Aliens    Finally bill Neely reported. Bought time.
2021-04-30 03:40:28,GregHergott,@JoeBiden You are pure evil!
2021-04-30 03:38:39,oliver665321,@JoeBiden No it’s not
2021-04-30 03:37:59,yourfriendjeana,@JoeBiden https://t.co/5qLZXtWxTx
2021-04-30 03:37:37,VickieDaly1,"@JoeBiden No  Joe fan-Lies, dementia, narcissism, and racism"
2021-04-30 03:37:32,realDonaldBiden,"@JoeBiden 100 days in—and America is getting back on track;
-increasing the budget to kill civilians on behalf of oil companies
-politicians like myself giving you barely any crumbs as the media gaslights you and pretends I'm being bold
-amping up deportations
-building that wall"
2021-04-30 03:36:13,NYCBLACKPANTHER,@JoeBiden Nigga do you see what’s happening?? We literally in the same type of predicament we was with trump
2021-04-30 03:35:59,acttosma,@JoeBiden 王婆卖瓜，自卖自夸
2021-04-30 03:33:03,Shanick38,@JoeBiden Thanks to you Mr. President!! Thank you!
2021-04-30 03:31:55,BlueInk83887415,@JoeBiden https://t.co/MKjKhOLIpM
2021-04-30 03:31:01,CynthiaDWilson4,@JoeBiden Yes!
2021-04-30 03:30:36,tHakuRm99151631,@JoeBiden Fuck u mf
2021-04-30 03:30:35,ChrisTormay,@JoeBiden Australia has never left the track :)
2021-04-30 03:29:29,PatriciaSDodson,@JoeBiden Thank you President Biden 🙏 ❤
2021-04-30 03:29:21,TrustedMovers,@JoeBiden Good Job Mr. President.
2021-04-30 03:29:04,JerryGl05440041,@JoeBiden https://t.co/GOcZREfF5N
2021-04-30 03:28:33,EmilyGa26080344,@JoeBiden YES JOE
2021-04-30 03:28:33,DStuttgarter,@JoeBiden You need help
2021-04-30 03:28:07,MrsMagoo15,"@JoeBiden @JadedEight88 Thank you, sir."
2021-04-30 03:26:48,TrevorWayne18,@JoeBiden Its' total truth. AZ audit is well on its way to fruition😃😉
2021-04-30 03:26:47,LSchaffer16,@JoeBiden https://t.co/l95me4wUQe
2021-04-30 03:26:31,Iamtradingbear,@JoeBiden I’m starting to wonder if you are actually trying to destroy the United States. Increased taxes for everyone. No border security. Trillions in payouts for unions. Abolishing police. No voter id for elections. Consistent lying to the public... this is scary
2021-04-30 03:26:27,InvestorGroup1,@JoeBiden Biden your Party gave China and Russia a free ride. Trump was tough on them. You make America weak again. Democrats are the enemy of your own people. Who are you people fooling? Not me! Not 80 million!
2021-04-30 03:26:14,LSchaffer16,@JoeBiden https://t.co/bEw90TQPji
2021-04-30 03:26:03,LSchaffer16,@JoeBiden https://t.co/22DDzNwf0n
2021-04-30 03:25:43,LSchaffer16,@JoeBiden https://t.co/Z5itIukMOi
2021-04-30 03:24:51,jeffhulgan,@JoeBiden It could.  Time to make things happen.
2021-04-30 03:24:42,glennm62,@JoeBiden Petal to the metal!  Your FDR transformative agenda would be the only thing to wipe out four year of treason and betrayal by the Former Guy. The 12 years of obstructing by McConnell will take a second term.  Please use some energy to keep the House and get more Senate seats in 22
2021-04-30 03:24:12,VASUDEV44,@JoeBiden Well done Mr President!  Now save the world. India is doomed due to COVID 19. Pl help!
2021-04-30 03:22:56,LSchaffer16,@JoeBiden https://t.co/zjcUV2Dyap
2021-04-30 03:22:06,PghGuy77,@JoeBiden @2simplyb Unlike the last guy you are going to make America great again....
2021-04-30 03:22:05,CSerowinski,"@JoeBiden You forgot student loans.  25 year Scranton firefighter can’t qualify for PSLF because he has wrong loan, borrowed 21,000 paid 25,000 now owe 68,000.  FED GOVT IS PREDATORY LENDER.  

DEBTORS PRISON = STUDENT LOANS!"
2021-04-30 03:21:59,Prince842,@JoeBiden Are you aware of the killing of Biafrans in Nigeria? Are you aware that @MBuhari imported Fulani Terrorists groups from all across the sahel and cloth them all with Military uniform and asked them to kill all the Biafrans? Are you aware that thousands of Biafrans are dead now?
2021-04-30 03:19:05,dano60785295,@JoeBiden You wish!!   Left wing media lies.
2021-04-30 03:19:00,HarpalSingh_81,@JoeBiden #FarmersProtest
2021-04-30 03:16:17,Mymomdeadlol1,@JoeBiden Nigger lover
2021-04-30 03:15:57,Piotr14193074,@JoeBiden Piotrjar0000sharonstoneczerwonyryk
2021-04-30 03:15:25,Equalizeder,"@JoeBiden So your idea of rebuilding America? Higher drug costs\ Trump.lowered them, higher gas prices\ Trump.made us energy indipendent
Higher taxes Trump.cut them. 
Open the boarder to infect Americans with Covid\Trump shut the boarder down.
Your so successful after 50 yrs in DC."
2021-04-30 03:14:06,JoanneHazelwoo3,@JoeBiden g
2021-04-30 03:13:28,WaheedRafiq16,@JoeBiden Well done and thanks God the world has a proper USA president unlike the previous joker 🃏
2021-04-30 03:13:09,JosephT47683095,@JoeBiden Track to socialism and communism?
2021-04-30 03:12:56,suzyluves,@JoeBiden Thank you Joe! 👍🏼🥰💐
2021-04-30 03:10:39,weyenberg7,@JoeBiden On track to communism? China is very pleased
2021-04-30 03:09:58,jade2cam,@JoeBiden My President 🥰 https://t.co/SvaypF3Dwq
2021-04-30 03:06:28,Babstrass,@JoeBiden Great
2021-04-30 03:06:17,IdirKessouri,"@JoeBiden @JoeBiden 
@POTUS 
@VP 
@KamalaHarris 
@TheJusticeDept 
@cyrusmehta 
@nytimes 
@washingtonpost 
@BBCWorld 
@curtisatlaw 
Please help us🙏🤍 https://t.co/UdBKnccaUM"
2021-04-30 03:06:04,NewportYellow,@JoeBiden https://t.co/XHAHso3yKx
2021-04-30 03:05:57,sweetrosette,@JoeBiden And we ARE.... https://t.co/HTxubShVV9
2021-04-30 03:05:00,Kramersremark,"@JoeBiden Thank you for all that you’re doing, Mr. President."
2021-04-30 03:04:57,JennyJPAOW,"@JoeBiden Mr. President,
Before the election, you said you would ""eliminate"" student loans for people who attended public colleges or HBCU's and made less than $125,000.  You also endorsed Sen. Warren's bankruptcy agenda, which included a Day One."
2021-04-30 03:04:47,DezFloux,@JoeBiden Do Better.
2021-04-30 03:04:44,TBoy2112,@JoeBiden Where are my menthol cigarettes JOE?
2021-04-30 03:04:37,kLRlCoi1pgrocmo,"@JoeBiden I watched your national conditions speech, full of lies, full of male theft and female prostitution, which is very consistent with your election stealing behavior, and it is very good."
2021-04-30 03:02:51,applepie__OXO,@JoeBiden yesss
2021-04-30 03:02:41,alanacsanchez,@JoeBiden Fucking biggest joke of a tweet
2021-04-30 03:02:22,DezFloux,"@JoeBiden NO, YOU ARE DESTROYING THE DOLLAR !!!"
2021-04-30 03:01:48,Kebbamillinku,@JoeBiden https://t.co/uh2Vhz1qWr
2021-04-30 03:01:46,YourAPirateMrB1,@JoeBiden But can ye undo the damage of the last 4 years? I'd start by throwing those mutinous billge rats overboard. We all saw them break the law. Hold them accountable!
2021-04-30 03:01:06,Equalizeder,@JoeBiden So when will you and Harris be impeached for your crimes.  And when will you send Hunter to prision for his crimes. Funny most democrats go to prision ..  I live in IL home of the 2 terms one in office one in prison.
2021-04-30 03:00:52,ltnc73731788,@JoeBiden Bahahaha. You have NO IDEA what day it is
2021-04-30 03:00:36,Sensessential,"@JoeBiden Thanks President Joe! You are appreciated. Keep up the good work, America was needing some empathetic leadership. Knowing someone like u is looking out for all of us means so very much."
2021-04-30 03:00:15,GaleCasto,"@JoeBiden Who told you that? You are our President. You make the decisions. Get on the right track. Never, ever, have I seen a President completely change course before getting advise from the advisors. Fire some people. Fire them fast."
2021-04-30 02:59:20,BonahoomNeil,@JoeBiden Delusional
2021-04-30 02:59:13,drimranpasha,@JoeBiden Congratulations on job well done
2021-04-30 02:58:43,PHWingnut,@JoeBiden No thanks to you...
2021-04-30 02:58:22,Koushik62693610,@JoeBiden Love you sir😎
2021-04-30 02:57:05,yodasgrandma1,@JoeBiden Thank you president Biden great hon
2021-04-30 02:56:33,zar_hamza,@JoeBiden @JoeBiden راك منور اساط
2021-04-30 02:56:21,Si_Judin,@JoeBiden Not will be the same Mr President. World has changed and should be change.
2021-04-30 02:55:51,GreerMcVay,@JoeBiden Thank you President Biden. We needed what you are bringing to America.
2021-04-30 02:54:46,DefeatTheNRANow,@JoeBiden Thank you @JoeBiden!! 🇺🇸
2021-04-30 02:53:43,rQlz11yUuOetHsd,@JoeBiden Are you sure? Are you sure? Are you sure? Are you sure? Are you sure? Are you sure? Are you sure? Are you sure? Are you sure? Are you sure? Are you sure? Are you sure? Are you sure? Are you sure? Are you sure?
2021-04-30 02:52:08,ngretts,@JoeBiden So there's 31 days in January there's 28 days in February there's another 31 in the month after that so that's floating around 90ish right no it's probably about even 90 okay so then what day is it
2021-04-30 02:51:46,Michael34014458,@JoeBiden Back on track to overspending and failing government programs?   Thanks but no.
2021-04-30 02:51:37,ngretts,@JoeBiden Guys are you sure it's been a hundred days so do the math real quick let me ask Frank hold on
2021-04-30 02:50:23,DeepTexasSmoke,@JoeBiden https://t.co/TxWAEaeGaV
2021-04-30 02:49:38,LloydCase6,@JoeBiden @Juliethewarrior Americans need more DIRECT STIMULUS PAYMENTS.... Not all Americans benefit from Unemployment or Child Tax Credits.... EVERY SUFFERING AMERICAN NEEDS HELP EQUALLY! @IlhanMN @SenSanders @SenWarren 4th STIMULUS CHECK FOR AMERICANS! #Resisters #PURPLEPOWER #StimulusCheck
2021-04-30 02:47:39,krristaaa,@JoeBiden Can we fire @tedcruz ?
2021-04-30 02:46:43,topsathletic,@JoeBiden Thanks #Doge
2021-04-30 02:46:01,AndrewMcPastor,@JoeBiden 😂🤣😂🤣😂🤣
2021-04-30 02:45:08,ZUNAIDK76983876,@JoeBiden Many many congratulations
2021-04-30 02:44:20,Berthai86706584,@JoeBiden 👍
2021-04-30 02:43:56,satnam_khakh,@JoeBiden Slute 🙏
2021-04-30 02:43:09,MrStephenJones6,@JoeBiden no Trump.all looking good
2021-04-30 02:42:42,DavidBalaj2,"@JoeBiden No its not getting back on track its getting worse there are thousands of ilegal imigrants coming in and god know what kind of people they are, what’s going to happen is that you’re going to see another 9/11/ because of the imigrants"
2021-04-30 02:41:57,DipeshOli18,@JoeBiden Congratulations 🎉
2021-04-30 02:41:41,whadayathinking,@JoeBiden @manifestantes12 LoL.
2021-04-30 02:40:40,dgbjjyrwsvjoh1,"@JoeBiden More beneficial policy to your fellow citizens.
More understand and cooperation to China."
2021-04-30 02:40:11,RonaldVogel8,"@JoeBiden Most of us stayed on track, A few silly fucks like you can't even find it!"
2021-04-30 02:40:00,LeoTsai02864578,@JoeBiden On track of what?
2021-04-30 02:38:50,Landino37311643,@JoeBiden In what ways
2021-04-30 02:38:25,JohnSte22497483,@JoeBiden Until you tax it to death.  How about cutting the size of government? I guess that's against the socialist agenda you are ramming through.
2021-04-30 02:37:39,Disturbedkit1,@JoeBiden Lol https://t.co/bKScZbBrUB
2021-04-30 02:36:45,druid02161,@JoeBiden Not my president https://t.co/oqRUqVqZHl
2021-04-30 02:36:33,billywordsmith,"@JoeBiden On track?
If you mean, ""The Trump Train,""
then yes!
❤ DONALD (THE TRUE WINNER!) 
🇺🇲🇺🇲🇺🇲🇺🇲"
2021-04-30 02:35:23,leigh_mathis19,@JoeBiden Bitch where?
2021-04-30 02:34:08,Drawingcard,@JoeBiden Better than ever!
2021-04-30 02:33:21,ColleenFlora,@JoeBiden 😂😂😂
2021-04-30 02:32:08,ME_Lab25,@JoeBiden Mr President: Socialism is not the answer.   Big government is not the answer.   Tax and spend to infinity is not the answer.  Please don’t turn this country into a massive DMV.
2021-04-30 02:30:55,HighlinderR,"@JoeBiden 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🙏🙏🙏
Congratulations!  100 days with goals achieved, and the resumption of the economy, with health for all."
2021-04-30 02:29:07,Mj6Rogers,@JoeBiden You’re amazing Mr. President! 🇺🇸💙🇺🇸
2021-04-30 02:28:10,chitownyankee,@JoeBiden Just get the government out of our way and we’ll be fine. Go sit in your office with your mask on.
2021-04-30 02:28:09,barty67284554,@JoeBiden 😂😂😂🙄
2021-04-30 02:27:26,sweetki08871695,"@JoeBiden I said Mr. President, add 32 flights from India to the United States. Don’t you think Americans are not dead enough?"
2021-04-30 02:27:24,soup83532692,"@JoeBiden #StudentsNotThieves 
Proclamation 10043 is excessively sweeping, hurting innocent students. Students have nothing to do with MCF shouldn’t be the victims. #STOP10043"
2021-04-30 02:26:48,FrklnwRu1,"@JoeBiden @ChillItsJustAL3 America is back on track!🇺🇸
Who is our military gonna attack!"
2021-04-30 02:26:29,Renay48937,"@JoeBiden @rubyeve70 That's it ""America's back on track"""
2021-04-30 02:24:27,Rubenace23,@JoeBiden Latino Unemployment at 16.7 % We will not forget I dont want this Unemployment ext or stimulus I want a JOB!!
2021-04-30 02:24:15,Priscil65307659,@JoeBiden Thank you Mr president
2021-04-30 02:24:14,1947viking,"@JoeBiden @JohnKenten Joe, you accomplished in 100 days, whet the ""former guy"" would not be able to do …. ever!"
2021-04-30 02:23:27,rosecoloredliz,@JoeBiden I can't afford gas
2021-04-30 02:23:18,CaptStoliDoli,@JoeBiden We were on tract until the virus came . Now it has been turned around by actions taken by Trump and his administration.  Now Joe is destroying our country.
2021-04-30 02:22:43,MindyAnglesey,@JoeBiden Bs. Your running us into the ground. Bring oil back to America soil.
2021-04-30 02:22:30,CathyTiedemann,@JoeBiden So grateful every day you are our President.
2021-04-30 02:22:22,Phil_Hansens,@JoeBiden Back on what track.  Politicians doing what is good for their own pockets and party instead of what is good for the People?
2021-04-30 02:21:51,ebrima80655182,@JoeBiden Hi how are you doing brother
2021-04-30 02:21:37,cheryl_saraceno,@JoeBiden Joe Biden rocks
2021-04-30 02:21:23,ThinkMadrigal,@JoeBiden It’s easy to say that when you blame every bad thing on the previous president. Trump did that with Obama and you’re no different.
2021-04-30 02:21:18,MillerLablover,@JoeBiden Great job!
2021-04-30 02:21:18,HeydiMV82,"@JoeBiden We hope that America also gets back on the normalization of relations with #Cuba 
#EndTheEmbargoOnCuba"
2021-04-30 02:21:06,Jacob43817149,@JoeBiden It reminds me a Chinese movie......😄 https://t.co/KIi8ivnC13
2021-04-30 02:18:29,simranmusik,@JoeBiden We proud of you sir. Waheguru bless you all
2021-04-30 02:18:26,xndct83,@JoeBiden Hahaha. Sleepy Joe or stupid Joe https://t.co/VTBPYl0ybb
2021-04-30 02:16:46,soberseahawk,"@JoeBiden Higher prices for everything, open borders, weaponized fbi going after political opponents, no transparency, way to go big guy"
2021-04-30 02:16:31,arjunkumar65,@JoeBiden Congrats
2021-04-30 02:15:25,ravikhurana098,@JoeBiden All the best Joe doing an excellent job
2021-04-30 02:15:04,BuckWatkins4,@JoeBiden *bans menthol cigarettes*
2021-04-30 02:15:00,tie816LsCkYuan,@JoeBiden okey
2021-04-30 02:13:24,AmericanBroke,@JoeBiden 2024 Trump is back
2021-04-30 02:13:18,unityordivision,@JoeBiden Bullshit
2021-04-30 02:12:22,TrishaAThomas1,@JoeBiden You are doing an excellent job Mr. President!  Promoting unity and discouraging division.  Making strides to bring a broken nation to healing.  I love you and Jill and the VP!!💕🙏🏾 Retired veteran in your corner.
2021-04-30 02:12:15,1982UKGrad,@JoeBiden https://t.co/pfYX0J3yZP
2021-04-30 02:12:02,chefwysocki,@JoeBiden You are so out of touch it’s baffling so you know how many businesses shut down! Do you know that no one is going back to work cause you keep handing them money! To say back on track is insulting to the American lives and businesses get help!!!
2021-04-30 02:11:07,ComHealthNurIns,"@JoeBiden @HC_Richardson Thank you, Sir."
2021-04-30 02:09:43,locajodona,"@JoeBiden You did great last night, I want to live in the World your trying to create"
2021-04-30 02:08:16,MillennConserv,@JoeBiden https://t.co/KJb6TXcT6d
2021-04-30 02:07:51,MillennConserv,@JoeBiden https://t.co/4xRWOVpYHF
2021-04-30 02:07:29,MillennConserv,@JoeBiden 100 days of your “administration” and the country is derailing
2021-04-30 02:07:10,Tange14764308,@JoeBiden It is wonderful to have a decent person as president again
2021-04-30 02:04:59,Boston_Mafia,@JoeBiden https://t.co/HQ9vtbQbO5
2021-04-30 02:03:38,Jacob43817149,@JoeBiden Not many days left....
2021-04-30 02:03:09,RandiParton8,@JoeBiden TY Mr.President!! &lt;3
2021-04-30 02:03:06,Fragancia007,@JoeBiden Wheres the hazard pay....
2021-04-30 02:02:24,DedubyaWilson,@JoeBiden https://t.co/NnLU7H1eI9
2021-04-30 02:02:06,kevinbradley28,@JoeBiden yo joe i think it’s time for another stimmy or 2😃
2021-04-30 02:01:46,wonderman357,@JoeBiden @Juliethewarrior Rocking it Mr. President
2021-04-30 02:01:38,JohnJaipal,@JoeBiden Here is last few days India goes to Hell...Move forward look east... Abanadon american first policy.. save humanity..
2021-04-30 02:00:55,dblcup,@JoeBiden Thank you!!
2021-04-30 02:00:04,tgatp,"@JoeBiden 100 days in &amp; the evil #GOP are doing everything in their power to rig the 2022 &amp; 2024 elections &amp; undo everything you do. VOTING RIGHTS need to be OUR PRIMARY PRIORITY or nothing else will matter. Eliminate the filibuster &amp; pass the Voting Rights Act!

https://t.co/4zRrDPD6S0"
2021-04-30 01:59:39,TwFBCW,@JoeBiden Yea right u thief
2021-04-30 01:59:05,KayStar34,"@JoeBiden Thanks to you, Sir!"
2021-04-30 01:58:32,youoweme60bucks,@JoeBiden Legalize marijuana!!
2021-04-30 01:58:21,AndrewBear10,@JoeBiden From Australia its a master class in good governance  ..top marks to your administration’s fine work
2021-04-30 01:58:17,RightyWhitey2,@JoeBiden Back on track to being owned by foreigners
2021-04-30 01:58:03,Arunnagyal,"@JoeBiden What is this ranting of America is back America is back.
Tried denying vaccine raw material to India, shows the evils of America are back in the white House."
2021-04-30 01:57:24,dani_mickelsen,"@JoeBiden BACK ON TRACK MY A**! THE COUNTRY HAS NEVER BEEN IN WORSE HANDS, @JoeBiden AND @BarackObama HAVE S*** ON THIS COUNTRY!!!!"
2021-04-30 01:57:22,kinkel_natalie,"@JoeBiden I am so happy you are our President, after 4 years of heartache, I was praying for you to win the Presidency!"
2021-04-30 01:57:07,JillHiott,"@JoeBiden OOOOOOHHH, WATCHA KNOW JOE!  We are so proud to have you Lead Our Country! Thank you for putting the American people First.Its been a long time coming.THIS IS THE RECKONING! WE SHALL OVER COME HATRED AND DEVISION WITH YOUR GUIDANCE! WE WILL UNITE AS ONE RACE,THE HUMAN RACE!💓😉🙂"
2021-04-30 01:56:44,virtuo01,"@JoeBiden That's funny, I don't see it."
2021-04-30 01:56:33,burkeboyz,@JoeBiden Thank you!
2021-04-30 01:55:54,baker68ps,@JoeBiden You opened the border now get rid of masks! And what are you doing about all the people coming across the border? NOTHING!! No ideas on how to fix it so you just ignore it. How many generations are going to have to pay for your spending spree? Keep the $ in the US!
2021-04-30 01:55:04,AlbacBaggy,"@JoeBiden We're always here, Mr. President."
2021-04-30 01:54:58,JimWood1369,@JoeBiden ❤
2021-04-30 01:54:58,EDBush82396884,@JoeBiden It took you just 100 days to kill thousands inpovish America to the point of no return
2021-04-30 01:54:28,suzzanne86,"@JoeBiden Fuck yeah.
😎"
2021-04-30 01:53:58,dione413,@JoeBiden Thank you!
2021-04-30 01:53:34,byubronco,"@JoeBiden Keep telling yourself that, Joe....."
2021-04-30 01:52:42,USBestInterest,@JoeBiden Now if only the Republicans can get behind America and democracy again! You are trying so hard to help us heal. Thank you.
2021-04-30 01:51:56,Pray711,"@JoeBiden You are trying to destroy America! You know, THIEF !"
2021-04-30 01:51:50,RadFinch,@JoeBiden Welcome to your first 100 days! #Biden100Days
2021-04-30 01:51:39,Kridda1,@JoeBiden As a Canadian I’m embarrassed to say I kinda miss hating on you guys like I have for the last four years.
2021-04-30 01:51:17,NovickZachary,@JoeBiden You probably smell like baby powder you fucking bag of bones
2021-04-30 01:51:06,JKenahan,"@JoeBiden If by ""America"" you mean rich white people and corporations then yeah, sure. The other 99% are still getting screwed."
2021-04-30 01:50:52,AreJay15916014,@JoeBiden You’re derailing America. Turning the country into a nation of department idiots. That’s what is needed to make socialism sound good to people.
2021-04-30 01:48:39,slinginfin13,@JoeBiden Thank you for caring about Americans and America. Nice change. 🤙😷🇺🇲
2021-04-30 01:47:48,shieldmaiden69,"@JoeBiden I wish Australia was 😢 We are still stuck with our bunch of Trickle-Down numpties 👿 Until the next federal election, that is! 😈😈😈 #auspol"
2021-04-30 01:47:33,Louis22364155,"@JoeBiden What track, railroad track and train is coming to crash"
2021-04-30 01:45:34,WwfJosh,@JoeBiden Thank Mr.president @JoeBiden
2021-04-30 01:44:54,AdosJosh,@JoeBiden What about the population tethered to the bottom of the country our ancestors died building? 400 years and 100 days ...America is still White.
2021-04-30 01:44:15,natemax,@JoeBiden @Juliethewarrior That's what happens when the country isn't being run by a virulently racist madman.
2021-04-30 01:42:42,HunzJulian,@JoeBiden Self cognition impaired
2021-04-30 01:42:35,anita_ellie,@JoeBiden You becoming president is the best thing to happen to America in a very long time.
2021-04-30 01:40:22,MarkTho53747303,"@JoeBiden @JoeBiden Joe, are you kidding me!"
2021-04-30 01:40:09,CooperC12,@JoeBiden .....on track to socialism.
2021-04-30 01:39:28,MannNonya,@JoeBiden Umm noooooo https://t.co/Hnn0ECWeQn
2021-04-30 01:38:07,t7eQFrEQkQ1rc8v,@JoeBiden ،w
2021-04-30 01:38:07,tonysprovero,"@JoeBiden Back on track? Gas prices are up, Lumber prices are up, we have a border crisis, and the only thing going right is covid control due to the vaccine which was thanks to Donald Trump, not you @JoeBiden"
2021-04-30 01:38:04,IyappanShekar,@JoeBiden All the best joe
2021-04-30 01:38:03,Suzi_Cats,"@JoeBiden Mr. President and your team, Thank You!"
2021-04-30 01:37:31,emilyLmoreno,@JoeBiden Te calmas o te calmo
2021-04-30 01:37:16,NormDGuerreIndy,@JoeBiden Looking forward to the next 100
2021-04-30 01:37:07,Tisha_MommaT,@JoeBiden We were doing fine before you and your friends took over.
2021-04-30 01:37:04,BidenSu43108535,@JoeBiden Yep. Back on track of losing jobs. Spending money we don't have. Raising are taxes. Raising are gas prices. Yep back on track to Obama years
2021-04-30 01:36:48,kathleenjune,@JoeBiden Been to the border Joey? You are no doubt the #WorstPresidentEver
2021-04-30 01:36:20,Annadur44516355,@JoeBiden Tracking to target.
2021-04-30 01:36:07,AirAslan,@JoeBiden https://t.co/3Rs3zoaQGj
2021-04-30 01:33:57,OnYourLeft91,"@JoeBiden Yup, still starving and caging children. https://t.co/Nn85eWPHHU"
2021-04-30 01:33:17,ghostinvincible,@JoeBiden Thanks Joe. It’s nice to see some effort from the government.
2021-04-30 01:33:11,Franck_swagin,"@JoeBiden Yes please, help push the dreamact21"
2021-04-30 01:31:59,elizabe59186127,@JoeBiden It’s really sad to every miss using the food program when the ones who do need can’t get it
2021-04-30 01:30:47,KarencaCarvajal,@JoeBiden https://t.co/8QPxBWSrsq
2021-04-30 01:30:45,AnthonyMackONE,"@JoeBiden How about we make moves to #EndCitizensUnited, #decriminalize and #legalizeCannabis and #ExpungeRecords related to the failed drug policy, #RaiseTheWage, and ensure #UniversalHealthCare?"
2021-04-30 01:30:43,NashMan80281981,@JoeBiden Good talk. Well done.  It’s been awhile.
2021-04-30 01:30:41,MilitaryWifeBF,@JoeBiden next time im gonna cast 10 ballots for you instead of 5  ❤️❤️
2021-04-30 01:30:36,ThrillsTheMind,@JoeBiden Not
2021-04-30 01:30:05,jackpferraro,"@JoeBiden @JoeBiden I’m lazy, fat, overweight, health issues.  Send me money so I can sit on my ass and watch the greatest country ever sink into an abyss."
2021-04-30 01:29:30,abby_imboden,@JoeBiden legalize weed 🤧🤧🤧
2021-04-30 01:27:54,CMirena,@JoeBiden 🙏🏻
2021-04-30 01:27:20,UnusualThespian,@JoeBiden thats nice
2021-04-30 01:26:16,thegreatdainty,@JoeBiden You doing the damn thing. Kamala too 👍
2021-04-30 01:26:08,tommymcgowan,"@JoeBiden you are a divider&amp; antagonist promoting racism in a country that isn’t racist. There are issues we all know but you are systematically destroying this great country. You may think you are better then Trump, at least you knew where Trump stood. I have no idea who you are anymore."
2021-04-30 01:25:13,MLindebauer,@JoeBiden Thank you so much Mr President. Myanmar terrorist military is raping and torturing the young female in the prison. Please kindly help Myanmar in a urgent matter. Please. https://t.co/wtqCXuAQdZ
2021-04-30 01:24:37,mrsyoungbd2,@JoeBiden So proud Biden is our President
2021-04-30 01:23:55,Diabetic_Author,@JoeBiden Can we please look into this and do something about it ? https://t.co/jG51QqbGWN
2021-04-30 01:23:23,James91723535,"@JoeBiden Yeah, on the third rail!"
2021-04-30 01:22:53,Punitra12617144,@JoeBiden https://t.co/chAG7JR6wb
2021-04-30 01:22:40,DSomyo,@JoeBiden What are you doing about the white police officers killing our black brothers and sisters
2021-04-30 01:22:12,FridaValme,@JoeBiden Thank you Mr President!!!  First time in 4 years I feel like we’re back on track!!
2021-04-30 01:22:04,Omar17362756,"@JoeBiden School for sale completely languages and American international, land area 5000 m and building area 7000 m, sales in full and not partnership, all licenses renewed, WhatsApp 01140806074"
2021-04-30 01:21:36,mandllee,@JoeBiden Yes
2021-04-30 01:18:03,jamesweedman5,@JoeBiden Joe is the worst president ever in the history of America
2021-04-30 01:17:52,BerkTekinkaya,@JoeBiden Imagine being puppet of armenian lobby 🤡🤡🤡🤡
2021-04-30 01:15:11,aleckatzman,"@JoeBiden Thank you for being the least bad president of my lifetime. 1973, and keep up the good work Mr President. We're rooting for you."
2021-04-30 01:14:19,teresap80105502,@JoeBiden Thanks President Biden
2021-04-30 01:13:34,latrillll,@JoeBiden Let me know what you think about this https://t.co/RxX1ryFBjN
